Tweet_ID,Time,,,,,,,,,,,,,,,,,,
TID7721,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5251,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6453,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9480,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9535,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2991,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4140,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6223,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1710,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6810,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6325,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7630,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2624,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8029,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9527,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6303,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1804,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9688,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9471,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6547,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5152,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2274,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7911,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2570,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9256,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2932,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3534,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9870,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8130,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6578,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8667,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6146,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3439,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4482,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3533,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9909,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3079,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6860,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5939,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9392,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1514,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8437,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6843,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7865,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6331,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7043,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8440,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7078,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2202,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1467,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5082,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4464,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5389,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6490,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8282,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8843,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5024,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6850,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2376,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2839,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1771,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8167,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7584,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7948,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3202,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8062,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8877,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5346,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1413,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3775,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6114,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4002,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3259,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4454,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7156,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6357,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2100,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4462,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2608,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5400,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1460,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6224,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5621,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4594,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4146,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8827,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7193,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4437,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3264,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1466,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7659,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1014,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6368,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8167,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1735,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8092,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3678,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2710,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8337,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5447,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4689,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7081,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1891,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3816,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6654,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5367,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4157,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8567,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2439,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4968,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9685,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4716,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2620,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3894,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1905,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9107,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9814,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6024,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3560,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2440,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8390,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7055,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5293,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2323,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1556,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3636,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4601,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4101,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2788,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3220,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3639,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4045,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4742,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5230,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9126,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4273,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2636,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2505,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9357,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8333,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6150,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2470,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2712,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1812,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3626,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2178,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7119,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7157,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8724,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1420,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9785,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7146,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9448,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9531,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2550,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2291,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5200,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7047,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4090,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9081,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4663,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6999,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1652,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2280,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2814,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9528,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8592,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3594,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8253,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5229,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3225,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7024,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4306,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8238,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4755,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7417,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7735,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6978,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1544,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8737,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7270,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6753,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6932,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1719,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6239,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4128,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6855,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1394,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1522,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1728,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6472,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4305,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6989,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1580,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8509,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7762,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7001,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4546,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5773,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7221,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4448,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1070,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2330,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2814,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1839,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6330,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2013,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9809,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8871,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2659,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8123,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1428,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4428,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8372,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4628,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7992,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3303,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8307,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8313,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4549,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8186,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7038,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5723,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6129,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8807,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3875,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5088,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6922,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3910,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6889,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8475,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8155,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4612,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5830,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7636,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4996,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1154,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5275,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7058,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3855,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5742,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1609,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2373,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4370,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6409,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5417,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2282,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5859,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1743,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1261,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1332,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4692,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3534,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6811,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6241,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7621,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7715,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6835,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6129,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4212,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3165,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7454,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9587,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4555,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8077,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4631,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3502,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8252,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3923,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8470,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6772,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9398,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8205,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5917,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7551,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7874,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3297,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7224,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3506,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1294,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8050,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7075,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3217,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2128,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4990,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7665,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1694,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7401,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1522,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9588,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6634,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2275,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3629,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8288,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1483,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7863,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1733,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9756,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8605,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4253,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7650,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1576,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9680,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7884,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6843,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1544,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5197,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2446,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5304,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9940,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6635,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4446,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7625,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6881,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3396,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2066,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5313,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4833,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1129,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7866,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1643,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8365,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4082,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2800,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6387,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8900,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9495,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9899,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6514,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4387,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9324,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9807,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3240,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1084,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1456,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5039,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5180,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4651,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6454,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1497,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5407,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5227,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2669,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2553,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2183,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3393,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5377,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5385,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7125,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5929,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5421,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4178,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3995,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2979,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2719,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3245,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9331,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9036,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8489,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8626,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6266,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3234,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7788,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9052,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4246,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4439,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8569,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6749,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2748,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6512,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7069,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3000,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7298,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3458,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4550,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6783,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4176,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
